,path,pose,pose_code,confidence,x_nose,y_nose,x_left_eye,y_left_eye,x_right_eye,y_right_eye,x_left_ear,y_left_ear,x_right_ear,y_right_ear,x_left_shoulder,y_left_shoulder,x_right_shoulder,y_right_shoulder,x_left_elbow,y_left_elbow,x_right_elbow,y_right_elbow,x_left_wrist,y_left_wrist,x_right_wrist,y_right_wrist,x_left_hip,y_left_hip,x_right_hip,y_right_hip,x_left_knee,y_left_knee,x_right_knee,y_right_knee,x_left_ankle,y_left_ankle,x_right_ankle,y_right_ankle,c_nose,c_left_eye,c_right_eye,c_left_ear,c_right_ear,c_left_shoulder,c_right_shoulder,c_left_elbow,c_right_elbow,c_left_wrist,c_right_wrist,c_left_hip,c_right_hip,c_left_knee,c_right_knee,c_left_ankle,c_right_ankle,torso_top,torso_bottom,torso_left,torso_right,torso_center_x,torso_center_y,scale_factor,A,B,C,D,E,F,G,H,I
0,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\20231130_125401.jpg,chin_up,0,0.9219406,-0.060636210469454985,-0.8202292320116699,0.019600486480316613,-0.8897851860902433,-0.14274289316993016,-0.8854321572170629,0.1695624115447703,-0.8957121218698039,-0.2544798336813936,-0.8854970668098567,0.40218794227614724,-0.5000000000000002,-0.40218794227614724,-0.4938609860256149,0.5516519591845264,0.03196003659052184,-0.516103406809117,0.011950666565919355,0.5569530432350139,0.5260428807908867,-0.5550702631270109,0.4647959574653937,0.28193598855769175,0.49540910325890325,-0.25371485168995384,0.4999999999999998,0.3519355919996011,1.213728867874883,-0.18634579490337116,1.2061178999355326,0.422415084319504,1.8407472279785666,-0.15685527023022353,1.835684011795996,0.9855283,0.9664302,0.9473992,0.85204667,0.7085482,0.99908733,0.99875426,0.9936412,0.98956734,0.98693544,0.98169875,0.99962294,0.9996141,0.9985927,0.99860793,0.9893176,0.989279,0.35180914,0.5010937,0.4587669,0.5788478,0.51880735,0.42645142,6.698616387387954,1.1120233063620248,1.113708678025438,0.5356508402476456,0.276717922602184,0.3034046944481517,1.4811701752334545,1.3768641073170358,0.5792703545497275,0.0045908967410965285
1,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\20231130_125404.jpg,chin_up,0,0.9220789,-0.29830370668236245,-0.8014379332360578,-0.21467550382238457,-0.8690410604268566,-0.3351080654817247,-0.8662894900808461,0.03850358312893595,-0.8842847760587523,-0.3211249502324784,-0.8750497675216827,0.3857097982535412,-0.5000000000000001,-0.38570979825354157,-0.4866491743166965,0.536699750850723,0.021661504460575534,-0.49458210401034086,0.011217950843348777,0.5250943361443637,0.5235309861011682,-0.530223076533364,0.46815939612135615,0.25590874102029465,0.4999999999999998,-0.2601496898299722,0.4993624054350776,0.36221561558279824,1.207556891472188,-0.191331386310291,1.1871306560241315,0.4087480825744309,1.8386490528322201,-0.13334721695774762,1.8325649484393893,0.98660153,0.9850079,0.83538806,0.9750006,0.16931629,0.99951565,0.9987233,0.99766695,0.9878796,0.99472934,0.9813421,0.9997662,0.9996803,0.9989077,0.9985856,0.98966914,0.98819554,0.35961214,0.5104133,0.45633173,0.5726627,0.514497215,0.43501272,6.631248725142435,1.0553174126777276,1.0567690639291565,0.5160584308502669,0.2702121239493014,0.27186993580694424,1.5599765941002255,1.290606048654493,0.5420952995321785,0.0006375945649221837
2,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\20231130_125408.jpg,chin_up,0,0.9267637,0.38186949053614583,-0.8053898774284997,0.39816099391311577,-0.8601162678228961,0.3124834153256064,-0.8681731676811468,0.3135840573667976,-0.8508417243391974,0.03544914533477904,-0.8725970816309507,0.3903184190777952,-0.4864674393396146,-0.3903184190777952,-0.4999999999999998,0.5273534228299843,0.014584440923872505,-0.5498142583173514,0.03815539064454276,0.5858526807304263,0.4979921620945553,-0.5270785958475774,0.49932293838072167,0.303943767197532,0.49362814975402314,-0.20847260902192932,0.5000000000000001,0.34990657883765514,1.222840590344367,-0.18335915950971385,1.2048107395980987,0.33722618193946446,1.8859822896689729,-0.1621258400733758,1.8367789877428493,0.9456303,0.69553924,0.938092,0.20981097,0.9188905,0.99713564,0.9982475,0.9813425,0.99189574,0.9693527,0.98418313,0.9996406,0.9997422,0.9991352,0.9993662,0.9945892,0.9953602,0.35858396,0.50849646,0.45569432,0.57272154,0.51420793,0.43354021,6.670557825398146,1.1129312765780037,1.1129320722088427,0.5124163762194613,0.2819426894477053,0.31860670622819814,1.3192474683823028,1.5901138812919846,0.49935202201284024,0.006371850245976973
3,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\20231130_125416.jpg,chin_up,0,0.92510766,0.01274332800676008,-0.6156515144852834,0.06997544000337183,-0.6892052010356353,-0.07676646239363889,-0.6787148479095169,0.16372082839852195,-0.7848746276302381,-0.2249180561447029,-0.7611172704283576,0.3930986448617706,-0.5,-0.39309864486177026,-0.4826008022610386,0.52870510767816,0.020968636976945294,-0.5315787695054167,0.03772059536365,0.5378523135626433,0.5084194612040649,-0.5344692630787563,0.4891901698949478,0.2720046700919055,0.49059431590630026,-0.24304388949554198,0.5,0.3345143825965487,1.2040005015599387,-0.18411307593113788,1.195398044046723,0.37015984548196157,1.8399935073822877,-0.12254437546328087,1.8276414848522775,0.9770329,0.9284425,0.94644266,0.65418214,0.8243468,0.9988427,0.9983191,0.9936232,0.98969954,0.9874264,0.983029,0.999671,0.9996462,0.9989084,0.9988186,0.99140257,0.990388,0.35092577,0.50420755,0.45518118,0.5756909,0.51543604,0.42756666,6.523932590031252,1.0723215766413996,1.0724939763816614,0.5150485595874474,0.2664445633594931,0.29162578897452834,1.2406752214414263,1.2329301551128802,0.49270422094524247,0.00940568409369974
4,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\20231130_130830.jpg,chin_up,0,0.9193418,-0.06339748384816075,-0.7498643513499433,0.024433319900568906,-0.8222377133031928,-0.15219419555285685,-0.8139081433476218,0.19334416342582542,-0.8447933132555085,-0.2677148109132811,-0.8217640004228159,0.4161510785818153,-0.5000000000000002,-0.4161510785818157,-0.4653132557929423,0.5579370259005928,0.03923126721109977,-0.5462207358430116,0.09814575243966717,0.724849659781883,0.5149983014151743,-0.6402565101222361,0.6173079147228662,0.26161007074913223,0.48179816547151977,-0.28371776180900327,0.49999999999999983,0.3061024014556007,1.3337193150242537,-0.12942320694094575,1.341583204745829,0.4363251055102316,2.140868484039877,-0.10114089880194871,2.1547194676445347,0.98560125,0.9657813,0.94867444,0.85132563,0.6871302,0.99890804,0.9987496,0.99174833,0.9895642,0.983808,0.98065805,0.99966896,0.99969053,0.9990194,0.9991196,0.99292165,0.993421,0.41547087,0.5561468,0.44081232,0.5578972,0.49935476,0.48580883500000005,7.108536620301708,1.3651061699041191,1.3689346631908563,0.5453278325581354,0.46442778327088585,0.37534121263910525,1.4903728022883849,1.4838889248567548,0.5374660043121804,0.018201834528480065
5,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\20231130_130831.jpg,chin_up,0,0.92953146,-0.11900871856602047,-0.780621050510285,-0.06349144337205453,-0.8492695693166934,-0.14896474338213087,-0.8480885909228313,0.07089228329086925,-0.868503449280995,-0.16441844888514648,-0.8629182500611766,0.2177066914611854,-0.4912994270990774,-0.2177066914611854,-0.5000000000000001,0.26916408915230816,0.07910629975097518,-0.2982062884153101,0.04356134214276447,0.30489595028860944,0.6039183616185172,-0.4279862055749883,0.5369349260842653,0.06916674313742424,0.49999999999999983,-0.2126014587021923,0.4778680132717248,0.048611853327287624,1.3190680733687437,-0.175384490470844,1.2511882656072317,0.06036630842365893,2.0762557398050983,-0.17835848321601827,1.996642933742137,0.99045825,0.98786676,0.89611465,0.97197425,0.25189742,0.9995728,0.99916375,0.99748564,0.9915701,0.9943904,0.98553836,0.9998666,0.9998412,0.9994906,0.99941516,0.99448955,0.9942931,0.3335575,0.5558647,0.44929177,0.5460873,0.497689535,0.4447111,4.498279857782384,0.7328821558635977,0.7359368417325267,0.28176820183961654,0.2576184872745031,0.22333716523378427,1.447979472235267,1.3532999811344104,0.2387247916396772,0.022131986728275044
6,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\20231130_130832.jpg,chin_up,0,0.91704714,-0.053959451697159565,-0.7829023000817509,0.028805586173082674,-0.8499878918052328,-0.13757764384394947,-0.8426097058972415,0.19062867489831942,-0.8586010199686923,-0.2501626847399804,-0.8392869551429367,0.4199207995167377,-0.49999999999999994,-0.4199207995167377,-0.4754170162369346,0.5579153353833133,0.036530852061910715,-0.5277438598707058,0.1009833884784858,0.6881945425057403,0.5346676014303435,-0.5670198481503477,0.6442250535723706,0.29144540017853726,0.485274879783952,-0.2576430504182635,0.49999999999999994,0.33170775808006864,1.329402700555882,-0.09681021976283478,1.32163444571507,0.4752696152575206,2.1210122076382216,-0.03427043968048747,2.111799754437312,0.9850935,0.9673249,0.93728876,0.86976117,0.66440254,0.9992508,0.99885595,0.9949654,0.9901197,0.9885488,0.98123,0.9997367,0.9997044,0.99890804,0.99881953,0.9904578,0.99001455,0.43153456,0.57040745,0.43954107,0.5561723,0.49785668499999997,0.500971005,7.200829477949222,1.255214390656088,1.2599865085904638,0.5490884505968008,0.3998118593651383,0.34134274425115896,1.5122112935968663,1.51654985211714,0.509540054938008,0.014725120216047938
7,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\20231130_130835.jpg,chin_up,0,0.9139043,0.25906300939100735,-0.8376003534376889,0.30712868999248955,-0.9043680950439283,0.15542402601638772,-0.903509614578514,0.30206764562482846,-0.8919431553407406,-0.09595567473159966,-0.8925633113784429,0.401050479896071,-0.5000000000000002,-0.4010504798960718,-0.4891695275970537,0.5572229031898351,0.020673930229004114,-0.5014232837328094,0.11395037712003436,0.6889873906242805,0.49476045026989235,-0.5273485883908694,0.6501403624713193,0.3393643569014831,0.4831990430706782,-0.18796179018766723,0.49999999999999983,0.3786963075382347,1.346003028440853,-0.07256759169980852,1.3425412837581423,0.5025880348836669,2.1443276260185247,-0.06309641054124701,2.1231507982989704,0.9817407,0.8956174,0.9788911,0.37992346,0.9549987,0.9979005,0.9987785,0.978672,0.99170107,0.9627671,0.9828031,0.9994772,0.99962676,0.99864954,0.99907243,0.99145037,0.99320954,0.44946912,0.58604765,0.44710743,0.5566572,0.501882315,0.517758385,7.321795014194397,1.2163359790151498,1.2262202620094262,0.5273261470891504,0.3498141390023542,0.37111390062572475,1.400007244565229,1.6827999402481841,0.5656844454249139,0.016800956929321653
8,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\20231130_130837.jpg,chin_up,0,0.9233252,0.09375282075010143,-0.7924920472415826,0.13677649084520885,-0.8604623141093615,0.04049116914193659,-0.8636087486031501,0.16968635378268865,-0.8619649442810526,-0.07313113244736617,-0.8713844369777222,0.22712335136010642,-0.4713548546573305,-0.22712335136010642,-0.49999999999999994,0.26324858496785336,0.11919879207756,-0.3191104020674607,0.08201872342248262,0.23323881566310253,0.6689064379919095,-0.38302039506898855,0.6076395338486664,0.09065667173909031,0.49999999999999994,-0.20339284228317517,0.4776574059428336,0.05348918560942823,1.3386904625126634,-0.1539946506419432,1.2622215921044206,0.0714514099232847,2.1250136589560027,-0.1670394277003405,1.9958948172265483,0.98547804,0.9325359,0.97817606,0.5348266,0.9371692,0.9991352,0.999191,0.9924367,0.993765,0.98493654,0.98751056,0.99984694,0.9998667,0.9996068,0.9996363,0.99667144,0.99664694,0.34077188,0.56489223,0.47551897,0.5773249,0.526421935,0.452832055,4.46188844520366,0.6162592107320911,0.6192972213367642,0.2940495140222655,0.22104083912499636,0.22172372740586077,1.468040147754691,1.4790811822509127,0.23849083762362522,0.02234259405716632
9,C:\Users\joost.vanstreels\PycharmProjects\YOLOv8\runs\DATASET HM\TRAIN\UPPER\chin_up\20231130_130840.jpg,chin_up,0,0.9116194,-0.3323925652682651,-0.7628119942606112,-0.2588879449083859,-0.8323816398571364,-0.38200770273101525,-0.8147482370742551,0.0011997928176699737,-0.8520899573761422,-0.36029634633173835,-0.8056502853886013,0.38568559659841,-0.5000000000000004,-0.38568559659841,-0.4443005678262875,0.5958373199959476,0.03175823800590073,-0.43853613121285223,0.12169580086214461,0.6804262090706344,0.5430239177273675,-0.4951346790535768,0.6415388065685109,0.2864910136912618,0.48330161568211677,-0.2206584910398278,0.4999999999999996,0.30171450263664235,1.3270746301836147,-0.1265132748312109,1.3245849713838533,0.42787033033525096,2.09273060381199,-0.09432701364460877,2.1035464095304985,0.98173493,0.98035264,0.79359823,0.9684256,0.16247144,0.99928504,0.9979984,0.9966349,0.98122543,0.9922488,0.9712781,0.99971145,0.9995757,0.9988889,0.99848723,0.99012357,0.9885484,0.44953382,0.59186256,0.45665205,0.56644034,0.511546195,0.5206981900000001,7.025987864432718,1.1755608881242112,1.1796815608505402,0.5071495047310896,0.3984365589653749,0.3088210024454252,1.652576563639587,1.4137489760875896,0.5221973439798597,0.01669838431788284
